Reference area,MEASURE,TIME_PERIOD,OBS_VALUE
Latvia,GDPEMP,2010-Q1,90.27831
Latvia,GDPEMP,2010-Q2,89.65002
Latvia,GDPEMP,2010-Q3,87.49628
Latvia,GDPEMP,2010-Q4,87.87565
Latvia,GDPEMP,2011-Q1,87.96938
Latvia,GDPEMP,2011-Q2,89.45953
Latvia,GDPEMP,2011-Q3,90.66867
Latvia,GDPEMP,2011-Q4,90.15797
Latvia,GDPEMP,2012-Q1,96.50551
Latvia,GDPEMP,2012-Q2,94.87273
Latvia,GDPEMP,2012-Q3,93.80244
Latvia,GDPEMP,2012-Q4,93.8457
Latvia,GDPEMP,2013-Q1,94.23664
Latvia,GDPEMP,2013-Q2,93.19282
Latvia,GDPEMP,2013-Q3,94.14191
Latvia,GDPEMP,2013-Q4,96.53139
Latvia,GDPEMP,2014-Q1,96.2077
Latvia,GDPEMP,2014-Q2,96.9128
Latvia,GDPEMP,2014-Q3,98.77119
Latvia,GDPEMP,2014-Q4,99.11094
Latvia,GDPEMP,2015-Q1,99.2158
Latvia,GDPEMP,2015-Q2,100.2222
Latvia,GDPEMP,2015-Q3,100.5581
Latvia,GDPEMP,2015-Q4,100.0039
Latvia,GDPEMP,2016-Q1,102.2926
Latvia,GDPEMP,2016-Q2,101.6808
Latvia,GDPEMP,2016-Q3,102.7139
Latvia,GDPEMP,2016-Q4,103.2716
Latvia,GDPEMP,2017-Q1,105.0182
Latvia,GDPEMP,2017-Q2,106.3351
Latvia,GDPEMP,2017-Q3,106.4476
Latvia,GDPEMP,2017-Q4,105.8308
Latvia,GDPEMP,2018-Q1,106.6665
Latvia,GDPEMP,2018-Q2,108.529
Latvia,GDPEMP,2018-Q3,109.3264
Latvia,GDPEMP,2018-Q4,110.4592
Latvia,GDPEMP,2019-Q1,108.7464
Latvia,GDPEMP,2019-Q2,110.6299
Latvia,GDPEMP,2019-Q3,109.8918
Latvia,GDPEMP,2019-Q4,108.6487
Latvia,GDPEMP,2020-Q1,107.324
Latvia,GDPEMP,2020-Q2,104.2522
Latvia,GDPEMP,2020-Q3,109.7772
Latvia,GDPEMP,2020-Q4,111.268
Latvia,GDPEMP,2021-Q1,116.4953
Latvia,GDPEMP,2021-Q2,115.4039
Latvia,GDPEMP,2021-Q3,120.2447
Latvia,GDPEMP,2021-Q4,120.3881
Latvia,GDPEMP,2022-Q1,119.7828
Latvia,GDPEMP,2022-Q2,119.0559
Latvia,GDPEMP,2022-Q3,117.8354
Latvia,GDPEMP,2022-Q4,119.1206
Latvia,GDPEMP,2023-Q1,118.0522
Latvia,GDPEMP,2023-Q2,117.8821
Latvia,GDPEMP,2023-Q3,118.1397
Portugal,ULCE,1995-Q2,-0.1674238
Portugal,ULCE,1995-Q3,0.6737931
Portugal,ULCE,1995-Q4,1.88851
Portugal,ULCE,1996-Q1,0.9515948
Portugal,ULCE,1996-Q2,0.8758228
Portugal,ULCE,1996-Q3,0.4229149
Portugal,ULCE,1996-Q4,2.562816
Portugal,ULCE,1997-Q1,-0.5717912
Portugal,ULCE,1997-Q2,1.96069
Portugal,ULCE,1997-Q3,0.8193824
Portugal,ULCE,1997-Q4,0.8477437
Portugal,ULCE,1998-Q1,1.765263
Portugal,ULCE,1998-Q2,0.6909894
Portugal,ULCE,1998-Q3,-0.3155542
Portugal,ULCE,1998-Q4,0.5694227
Portugal,ULCE,1999-Q1,0.2863123
Portugal,ULCE,1999-Q2,1.729594
Portugal,ULCE,1999-Q3,0.2220518
Portugal,ULCE,1999-Q4,2.375618
Portugal,ULCE,2000-Q1,-0.5491832
Portugal,ULCE,2000-Q2,1.788671
Portugal,ULCE,2000-Q3,1.915896
Portugal,ULCE,2000-Q4,0.813562
Portugal,ULCE,2001-Q1,0.2913948
Portugal,ULCE,2001-Q2,2.43163
Portugal,ULCE,2001-Q3,-0.09355803
Portugal,ULCE,2001-Q4,-0.5206051
Portugal,ULCE,2002-Q1,1.74902
Portugal,ULCE,2002-Q2,1.186683
Portugal,ULCE,2002-Q3,0.8079468
Portugal,ULCE,2002-Q4,-0.2253495
Portugal,ULCE,2003-Q1,0.7648636
Portugal,ULCE,2003-Q2,2.006139
Portugal,ULCE,2003-Q3,0.7304257
Portugal,ULCE,2003-Q4,-0.2360324
Portugal,ULCE,2004-Q1,-0.8554604
Portugal,ULCE,2004-Q2,-0.2042545
Portugal,ULCE,2004-Q3,1.522089
Portugal,ULCE,2004-Q4,1.238111
Portugal,ULCE,2005-Q1,0.2736447
Portugal,ULCE,2005-Q2,-0.7630643
Portugal,ULCE,2005-Q3,4.242017
Portugal,ULCE,2005-Q4,-0.2357526
Portugal,ULCE,2006-Q1,-1.141307
Portugal,ULCE,2006-Q2,0.01155915
Portugal,ULCE,2006-Q3,0.05116588
Portugal,ULCE,2006-Q4,0.09027363
Portugal,ULCE,2007-Q1,0.2195238
Portugal,ULCE,2007-Q2,0.6591493
Portugal,ULCE,2007-Q3,0.1264558
Portugal,ULCE,2007-Q4,0.2165014
Portugal,ULCE,2008-Q1,1.230927
Portugal,ULCE,2008-Q2,0.681404
Portugal,ULCE,2008-Q3,0.5551736
Portugal,ULCE,2008-Q4,0.9805185
Portugal,ULCE,2009-Q1,2.399292
Portugal,ULCE,2009-Q2,-0.7589547
Portugal,ULCE,2009-Q3,-1.022023
Portugal,ULCE,2009-Q4,1.245576
Portugal,ULCE,2010-Q1,-0.760335
Portugal,ULCE,2010-Q2,-0.1438943
Portugal,ULCE,2010-Q3,-0.7564758
Portugal,ULCE,2010-Q4,-0.4169515
Portugal,ULCE,2011-Q1,-0.7625554
Portugal,ULCE,2011-Q2,-0.06258843
Portugal,ULCE,2011-Q3,-0.9617498
Portugal,ULCE,2011-Q4,-0.4819912
Portugal,ULCE,2012-Q1,-2.579035
Portugal,ULCE,2012-Q2,-0.3115542
Portugal,ULCE,2012-Q3,0.1679405
Portugal,ULCE,2012-Q4,1.928344
Portugal,ULCE,2013-Q1,1.552146
Portugal,ULCE,2013-Q2,-1.569931
Portugal,ULCE,2013-Q3,0.5534328
Portugal,ULCE,2013-Q4,-2.481801
Portugal,ULCE,2014-Q1,0.2001233
Portugal,ULCE,2014-Q2,0.3364661
Portugal,ULCE,2014-Q3,2.608361
Portugal,ULCE,2014-Q4,-3.776886
Portugal,ULCE,2015-Q1,1.540655
Portugal,ULCE,2015-Q2,0.3695669
Portugal,ULCE,2015-Q3,-0.7161583
Portugal,ULCE,2015-Q4,0.03202938
Portugal,ULCE,2016-Q1,0.648867
Portugal,ULCE,2016-Q2,0.3215351
Portugal,ULCE,2016-Q3,0.257186
Portugal,ULCE,2016-Q4,0.08516759
Portugal,ULCE,2017-Q1,0.7481463
Portugal,ULCE,2017-Q2,0.754914
Portugal,ULCE,2017-Q3,0.1091138
Portugal,ULCE,2017-Q4,1.643698
Portugal,ULCE,2018-Q1,0.7910307
Portugal,ULCE,2018-Q2,0.6519059
Portugal,ULCE,2018-Q3,0.4794274
Portugal,ULCE,2018-Q4,1.313753
Portugal,ULCE,2019-Q1,0.8214318
Portugal,ULCE,2019-Q2,0.4727513
Portugal,ULCE,2019-Q3,0.4982346
Portugal,ULCE,2019-Q4,0.02528504
Portugal,ULCE,2020-Q1,4.263565
Portugal,ULCE,2020-Q2,11.63919
Portugal,ULCE,2020-Q3,-9.167295
Portugal,ULCE,2020-Q4,2.167376
Portugal,ULCE,2021-Q1,3.279929
Portugal,ULCE,2021-Q2,-1.735019
Portugal,ULCE,2021-Q3,-0.4257418
Portugal,ULCE,2021-Q4,-0.3256437
Portugal,ULCE,2022-Q1,-1.212349
Portugal,ULCE,2022-Q2,2.398781
Portugal,ULCE,2022-Q3,0.9946128
Portugal,ULCE,2022-Q4,1.08554
Portugal,ULCE,2023-Q1,2.316364
Portugal,ULCE,2023-Q2,1.973905
Portugal,ULCE,2023-Q3,0.8078704
France,LCEMP,1950-Q1,7.49688
France,LCEMP,1950-Q2,9.308001
France,LCEMP,1950-Q3,12.46872
France,LCEMP,1950-Q4,16.37172
France,LCEMP,1951-Q1,18.87387
France,LCEMP,1951-Q2,22.5004
France,LCEMP,1951-Q3,27.1137
France,LCEMP,1951-Q4,29.97355
France,LCEMP,1952-Q1,28.65713
France,LCEMP,1952-Q2,23.21661
France,LCEMP,1952-Q3,15.85587
France,LCEMP,1952-Q4,9.083201
France,LCEMP,1953-Q1,4.874478
France,LCEMP,1953-Q2,3.169405
France,LCEMP,1953-Q3,2.745507
France,LCEMP,1953-Q4,3.772216
France,LCEMP,1954-Q1,6.012822
France,LCEMP,1954-Q2,7.224412
France,LCEMP,1954-Q3,7.276138
France,LCEMP,1954-Q4,6.930644
France,LCEMP,1955-Q1,5.569373
France,LCEMP,1955-Q2,4.946997
France,LCEMP,1955-Q3,6.276882
France,LCEMP,1955-Q4,7.770255
France,LCEMP,1956-Q1,9.51633
France,LCEMP,1956-Q2,10.49686
France,LCEMP,1956-Q3,10.32244
France,LCEMP,1956-Q4,9.528143
France,LCEMP,1957-Q1,8.47429
France,LCEMP,1957-Q2,8.260243
France,LCEMP,1957-Q3,8.997823
France,LCEMP,1957-Q4,10.68518
France,LCEMP,1958-Q1,12.98025
France,LCEMP,1958-Q2,14.19117
France,LCEMP,1958-Q3,13.90266
France,LCEMP,1958-Q4,12.42003
France,LCEMP,1959-Q1,10.9417
France,LCEMP,1959-Q2,10.26914
France,LCEMP,1959-Q3,9.737962
France,LCEMP,1959-Q4,9.455077
France,LCEMP,1960-Q1,8.540936
France,LCEMP,1960-Q2,7.594019
France,LCEMP,1960-Q3,7.749438
France,LCEMP,1960-Q4,8.554084
France,LCEMP,1961-Q1,9.440919
France,LCEMP,1961-Q2,10.60108
France,LCEMP,1961-Q3,11.30029
France,LCEMP,1961-Q4,11.66618
France,LCEMP,1962-Q1,12.3952
France,LCEMP,1962-Q2,12.20967
France,LCEMP,1962-Q3,12.07747
France,LCEMP,1962-Q4,12.08875
France,LCEMP,1963-Q1,12.49681
France,LCEMP,1963-Q2,13.02794
France,LCEMP,1963-Q3,12.51734
France,LCEMP,1963-Q4,11.8218
France,LCEMP,1964-Q1,10.57361
France,LCEMP,1964-Q2,9.188616
France,LCEMP,1964-Q3,8.575454
France,LCEMP,1964-Q4,8.24157
France,LCEMP,1965-Q1,7.399312
France,LCEMP,1965-Q2,7.058931
France,LCEMP,1965-Q3,6.806141
France,LCEMP,1965-Q4,6.135749
France,LCEMP,1966-Q1,5.931157
France,LCEMP,1966-Q2,5.925761
France,LCEMP,1966-Q3,5.98269
France,LCEMP,1966-Q4,6.458323
France,LCEMP,1967-Q1,7.372379
France,LCEMP,1967-Q2,7.00535
France,LCEMP,1967-Q3,7.160482
France,LCEMP,1967-Q4,6.869978
France,LCEMP,1968-Q1,7.617023
France,LCEMP,1968-Q2,7.499887
France,LCEMP,1968-Q3,16.041
France,LCEMP,1968-Q4,16.45775
France,LCEMP,1969-Q1,14.62898
France,LCEMP,1969-Q2,15.55799
France,LCEMP,1969-Q3,7.326565
France,LCEMP,1969-Q4,8.281734
France,LCEMP,1970-Q1,10.01624
France,LCEMP,1970-Q2,10.71159
France,LCEMP,1970-Q3,10.8927
France,LCEMP,1970-Q4,11.26718
France,LCEMP,1971-Q1,11.37703
France,LCEMP,1971-Q2,11.00091
France,LCEMP,1971-Q3,11.67068
France,LCEMP,1971-Q4,11.17076
France,LCEMP,1972-Q1,9.844606
France,LCEMP,1972-Q2,10.25598
France,LCEMP,1972-Q3,9.926988
France,LCEMP,1972-Q4,10.26021
France,LCEMP,1973-Q1,11.6848
France,LCEMP,1973-Q2,11.87045
France,LCEMP,1973-Q3,12.89738
France,LCEMP,1973-Q4,13.39434
France,LCEMP,1974-Q1,14.68861
France,LCEMP,1974-Q2,17.95997
France,LCEMP,1974-Q3,18.93622
France,LCEMP,1974-Q4,18.88148
France,LCEMP,1975-Q1,20.00058
France,LCEMP,1975-Q2,18.60884
France,LCEMP,1975-Q3,17.95081
France,LCEMP,1975-Q4,17.51718
France,LCEMP,1976-Q1,15.3866
France,LCEMP,1976-Q2,14.48287
France,LCEMP,1976-Q3,14.41668
France,LCEMP,1976-Q4,14.49163
France,LCEMP,1977-Q1,13.81153
France,LCEMP,1977-Q2,12.44485
France,LCEMP,1977-Q3,11.30764
France,LCEMP,1977-Q4,11.25026
France,LCEMP,1978-Q1,10.96875
France,LCEMP,1978-Q2,11.52806
France,LCEMP,1978-Q3,12.14986
France,LCEMP,1978-Q4,12.11283
France,LCEMP,1979-Q1,12.16202
France,LCEMP,1979-Q2,12.35408
France,LCEMP,1979-Q3,12.47405
France,LCEMP,1979-Q4,12.85107
France,LCEMP,1980-Q1,14.60297
France,LCEMP,1980-Q2,15.09976
France,LCEMP,1980-Q3,15.07251
France,LCEMP,1980-Q4,14.45732
France,LCEMP,1981-Q1,12.90312
France,LCEMP,1981-Q2,12.68001
France,LCEMP,1981-Q3,13.31556
France,LCEMP,1981-Q4,14.60648
France,LCEMP,1982-Q1,16.14206
France,LCEMP,1982-Q2,15.3535
France,LCEMP,1982-Q3,13.30256
France,LCEMP,1982-Q4,11.24331
France,LCEMP,1983-Q1,9.909132
France,LCEMP,1983-Q2,9.300574
France,LCEMP,1983-Q3,9.907106
France,LCEMP,1983-Q4,9.900355
France,LCEMP,1984-Q1,8.82776
France,LCEMP,1984-Q2,8.729591
France,LCEMP,1984-Q3,6.771795
France,LCEMP,1984-Q4,6.495106
France,LCEMP,1985-Q1,6.042461
France,LCEMP,1985-Q2,5.402125
France,LCEMP,1985-Q3,6.00501
France,LCEMP,1985-Q4,5.418252
France,LCEMP,1986-Q1,4.878086
France,LCEMP,1986-Q2,5.004239
France,LCEMP,1986-Q3,3.828215
France,LCEMP,1986-Q4,2.888031
France,LCEMP,1987-Q1,3.247806
France,LCEMP,1987-Q2,2.134047
France,LCEMP,1987-Q3,3.032638
France,LCEMP,1987-Q4,3.862387
France,LCEMP,1988-Q1,3.953765
France,LCEMP,1988-Q2,4.350118
France,LCEMP,1988-Q3,4.473659
France,LCEMP,1988-Q4,4.183469
France,LCEMP,1989-Q1,3.630483
France,LCEMP,1989-Q2,4.068094
France,LCEMP,1989-Q3,3.954468
France,LCEMP,1989-Q4,4.671434
France,LCEMP,1990-Q1,5.234419
France,LCEMP,1990-Q2,5.448463
France,LCEMP,1990-Q3,5.595009
France,LCEMP,1990-Q4,4.89132
France,LCEMP,1991-Q1,3.832729
France,LCEMP,1991-Q2,3.693344
France,LCEMP,1991-Q3,3.211759
France,LCEMP,1991-Q4,3.666159
France,LCEMP,1992-Q1,4.61648
France,LCEMP,1992-Q2,3.681549
France,LCEMP,1992-Q3,3.978452
France,LCEMP,1992-Q4,3.465395
France,LCEMP,1993-Q1,2.830308
France,LCEMP,1993-Q2,2.745039
France,LCEMP,1993-Q3,1.867355
France,LCEMP,1993-Q4,1.284946
France,LCEMP,1994-Q1,0.8179799
France,LCEMP,1994-Q2,0.6146532
France,LCEMP,1994-Q3,0.9575
France,LCEMP,1994-Q4,1.558601
France,LCEMP,1995-Q1,1.74692
France,LCEMP,1995-Q2,2.305877
France,LCEMP,1995-Q3,2.316727
France,LCEMP,1995-Q4,1.683128
France,LCEMP,1996-Q1,1.915186
France,LCEMP,1996-Q2,1.819913
France,LCEMP,1996-Q3,1.789504
France,LCEMP,1996-Q4,1.635973
France,LCEMP,1997-Q1,1.564856
France,LCEMP,1997-Q2,1.377425
France,LCEMP,1997-Q3,1.415737
France,LCEMP,1997-Q4,1.481798
France,LCEMP,1998-Q1,1.503495
France,LCEMP,1998-Q2,1.406084
France,LCEMP,1998-Q3,1.63261
France,LCEMP,1998-Q4,1.84332
France,LCEMP,1999-Q1,1.804617
France,LCEMP,1999-Q2,1.752797
France,LCEMP,1999-Q3,1.650476
France,LCEMP,1999-Q4,2.052337
France,LCEMP,2000-Q1,2.322555
France,LCEMP,2000-Q2,2.483472
France,LCEMP,2000-Q3,2.571224
France,LCEMP,2000-Q4,2.807408
France,LCEMP,2001-Q1,2.304442
France,LCEMP,2001-Q2,2.901153
France,LCEMP,2001-Q3,2.985051
France,LCEMP,2001-Q4,2.858315
France,LCEMP,2002-Q1,3.4815
France,LCEMP,2002-Q2,3.644983
France,LCEMP,2002-Q3,3.617967
France,LCEMP,2002-Q4,3.35235
France,LCEMP,2003-Q1,3.049527
France,LCEMP,2003-Q2,2.681703
France,LCEMP,2003-Q3,2.937762
France,LCEMP,2003-Q4,2.907217
France,LCEMP,2004-Q1,3.53323
France,LCEMP,2004-Q2,3.48313
France,LCEMP,2004-Q3,3.215487
France,LCEMP,2004-Q4,3.491404
France,LCEMP,2005-Q1,2.851325
France,LCEMP,2005-Q2,2.872187
France,LCEMP,2005-Q3,3.199727
France,LCEMP,2005-Q4,3.280837
France,LCEMP,2006-Q1,3.453545
France,LCEMP,2006-Q2,3.279815
France,LCEMP,2006-Q3,2.924457
France,LCEMP,2006-Q4,3.103013
France,LCEMP,2007-Q1,2.720793
France,LCEMP,2007-Q2,2.637081
France,LCEMP,2007-Q3,2.450885
France,LCEMP,2007-Q4,2.181081
France,LCEMP,2008-Q1,2.716225
France,LCEMP,2008-Q2,2.654014
France,LCEMP,2008-Q3,2.89606
France,LCEMP,2008-Q4,2.14983
France,LCEMP,2009-Q1,1.455152
France,LCEMP,2009-Q2,1.380199
France,LCEMP,2009-Q3,1.403719
France,LCEMP,2009-Q4,2.2082
France,LCEMP,2010-Q1,2.816222
France,LCEMP,2010-Q2,3.161333
France,LCEMP,2010-Q3,2.934552
France,LCEMP,2010-Q4,2.499553
France,LCEMP,2011-Q1,2.616584
France,LCEMP,2011-Q2,2.262887
France,LCEMP,2011-Q3,2.065104
France,LCEMP,2011-Q4,2.351025
France,LCEMP,2012-Q1,2.003794
France,LCEMP,2012-Q2,2.139255
France,LCEMP,2012-Q3,2.382437
France,LCEMP,2012-Q4,2.195308
France,LCEMP,2013-Q1,1.867883
France,LCEMP,2013-Q2,2.02297
France,LCEMP,2013-Q3,1.930518
France,LCEMP,2013-Q4,1.396941
France,LCEMP,2014-Q1,1.415461
France,LCEMP,2014-Q2,1.09837
France,LCEMP,2014-Q3,0.991525
France,LCEMP,2014-Q4,1.189788
France,LCEMP,2015-Q1,1.104686
France,LCEMP,2015-Q2,1.113339
France,LCEMP,2015-Q3,0.983265
France,LCEMP,2015-Q4,1.097833
France,LCEMP,2016-Q1,1.375877
France,LCEMP,2016-Q2,0.9629716
France,LCEMP,2016-Q3,1.133381
France,LCEMP,2016-Q4,1.269508
France,LCEMP,2017-Q1,1.615402
France,LCEMP,2017-Q2,1.980489
France,LCEMP,2017-Q3,1.987478
France,LCEMP,2017-Q4,2.219397
France,LCEMP,2018-Q1,1.462339
France,LCEMP,2018-Q2,1.695668
France,LCEMP,2018-Q3,1.918682
France,LCEMP,2018-Q4,1.666008
France,LCEMP,2019-Q1,0.7617089
France,LCEMP,2019-Q2,0.09555221
France,LCEMP,2019-Q3,-0.2072305
France,LCEMP,2019-Q4,-0.8048362
France,LCEMP,2020-Q1,-2.58964
France,LCEMP,2020-Q2,-9.776538
France,LCEMP,2020-Q3,-0.47215
France,LCEMP,2020-Q4,-1.291168
France,LCEMP,2021-Q1,1.717898
France,LCEMP,2021-Q2,10.9663
France,LCEMP,2021-Q3,2.793931
France,LCEMP,2021-Q4,4.565491
France,LCEMP,2022-Q1,5.453836
France,LCEMP,2022-Q2,5.230647
France,LCEMP,2022-Q3,3.977221
France,LCEMP,2022-Q4,4.96597
France,LCEMP,2023-Q1,4.896623
France,LCEMP,2023-Q2,4.850409
France,LCEMP,2023-Q3,4.003211
Italy,GDPEMP,1981-Q2,0.8217543
Italy,GDPEMP,1981-Q3,0.2314267
Italy,GDPEMP,1981-Q4,0.4996239
Italy,GDPEMP,1982-Q1,-0.2353191
Italy,GDPEMP,1982-Q2,-0.3120866
Italy,GDPEMP,1982-Q3,-0.08903983
Italy,GDPEMP,1982-Q4,-0.2315811
Italy,GDPEMP,1983-Q1,0.3801658
Italy,GDPEMP,1983-Q2,-0.5271307
Italy,GDPEMP,1983-Q3,1.546197
Italy,GDPEMP,1983-Q4,2.297072
Italy,GDPEMP,1984-Q1,-0.1320668
Italy,GDPEMP,1984-Q2,0.9120746
Italy,GDPEMP,1984-Q3,0.7423601
Italy,GDPEMP,1984-Q4,-0.3220501
Italy,GDPEMP,1985-Q1,0.5558141
Italy,GDPEMP,1985-Q2,0.5479385
Italy,GDPEMP,1985-Q3,0.7355208
Italy,GDPEMP,1985-Q4,0.6862621
Italy,GDPEMP,1986-Q1,0.1138115
Italy,GDPEMP,1986-Q2,0.8533432
Italy,GDPEMP,1986-Q3,0.788024
Italy,GDPEMP,1986-Q4,0.3310567
Italy,GDPEMP,1987-Q1,0.3953869
Italy,GDPEMP,1987-Q2,1.62461
Italy,GDPEMP,1987-Q3,-0.03880271
Italy,GDPEMP,1987-Q4,0.9988996
Italy,GDPEMP,1988-Q1,1.216773
Italy,GDPEMP,1988-Q2,0.06041703
Italy,GDPEMP,1988-Q3,0.8097104
Italy,GDPEMP,1988-Q4,1.427365
Italy,GDPEMP,1989-Q1,0.3457451
Italy,GDPEMP,1989-Q2,0.5464905
Italy,GDPEMP,1989-Q3,0.8333613
Italy,GDPEMP,1989-Q4,0.3516745
Italy,GDPEMP,1990-Q1,0.1816137
Italy,GDPEMP,1990-Q2,-0.2413283
Italy,GDPEMP,1990-Q3,-0.5425488
Italy,GDPEMP,1990-Q4,-0.7374438
Italy,GDPEMP,1991-Q1,0.2259134
Italy,GDPEMP,1991-Q2,-0.1009412
Italy,GDPEMP,1991-Q3,0.7225835
Italy,GDPEMP,1991-Q4,0.1629398
Italy,GDPEMP,1992-Q1,0.426973
Italy,GDPEMP,1992-Q2,-0.356209
Italy,GDPEMP,1992-Q3,1.241651
Italy,GDPEMP,1992-Q4,0.2516463
Italy,GDPEMP,1993-Q1,0.144263
Italy,GDPEMP,1993-Q2,0.695811
Italy,GDPEMP,1993-Q3,0.4567953
Italy,GDPEMP,1993-Q4,1.008132
Italy,GDPEMP,1994-Q1,1.314474
Italy,GDPEMP,1994-Q2,0.9032106
Italy,GDPEMP,1994-Q3,0.9213117
Italy,GDPEMP,1994-Q4,1.285961
Italy,GDPEMP,1995-Q1,1.230498
Italy,GDPEMP,1995-Q2,0.354612
Italy,GDPEMP,1995-Q3,-0.3513134
Italy,GDPEMP,1995-Q4,0.6661595
Italy,GDPEMP,1996-Q1,0.5816396
Italy,GDPEMP,1996-Q2,-0.1586595
Italy,GDPEMP,1996-Q3,-0.2328268
Italy,GDPEMP,1996-Q4,-0.1800433
Italy,GDPEMP,1997-Q1,0.274805
Italy,GDPEMP,1997-Q2,1.271782
Italy,GDPEMP,1997-Q3,0.5347379
Italy,GDPEMP,1997-Q4,1.670606
Italy,GDPEMP,1998-Q1,-1.216932
Italy,GDPEMP,1998-Q2,0.4393152
Italy,GDPEMP,1998-Q3,-0.2921803
Italy,GDPEMP,1998-Q4,-0.7456687
Italy,GDPEMP,1999-Q1,0.4807835
Italy,GDPEMP,1999-Q2,-0.1200332
Italy,GDPEMP,1999-Q3,0.6774363
Italy,GDPEMP,1999-Q4,1.328049
Italy,GDPEMP,2000-Q1,0.713079
Italy,GDPEMP,2000-Q2,-0.132326
Italy,GDPEMP,2000-Q3,-0.01498759
Italy,GDPEMP,2000-Q4,0.7799709
Italy,GDPEMP,2001-Q1,0.2028348
Italy,GDPEMP,2001-Q2,-0.2748836
Italy,GDPEMP,2001-Q3,-1.289836
Italy,GDPEMP,2001-Q4,-0.4144525
Italy,GDPEMP,2002-Q1,-0.6281076
Italy,GDPEMP,2002-Q2,0.658941
Italy,GDPEMP,2002-Q3,-0.5373372
Italy,GDPEMP,2002-Q4,0.07683089
Italy,GDPEMP,2003-Q1,-0.5753669
Italy,GDPEMP,2003-Q2,-0.8255277
Italy,GDPEMP,2003-Q3,-0.1203586
Italy,GDPEMP,2003-Q4,0.3677448
Italy,GDPEMP,2004-Q1,0.6751856
Italy,GDPEMP,2004-Q2,0.2037046
Italy,GDPEMP,2004-Q3,-0.5481896
Italy,GDPEMP,2004-Q4,0.03413477
Italy,GDPEMP,2005-Q1,-0.4096478
Italy,GDPEMP,2005-Q2,0.7190771
Italy,GDPEMP,2005-Q3,1.364321
Italy,GDPEMP,2005-Q4,-0.5557944
Italy,GDPEMP,2006-Q1,-1.124372
Italy,GDPEMP,2006-Q2,0.009484357
Italy,GDPEMP,2006-Q3,0.8843467
Italy,GDPEMP,2006-Q4,0.6898264
Italy,GDPEMP,2007-Q1,-0.2201489
Italy,GDPEMP,2007-Q2,-0.5063168
Italy,GDPEMP,2007-Q3,-0.2241789
Italy,GDPEMP,2007-Q4,-0.6471829
Italy,GDPEMP,2008-Q1,1.269509
Italy,GDPEMP,2008-Q2,-0.9126534
Italy,GDPEMP,2008-Q3,-1.067965
Italy,GDPEMP,2008-Q4,-2.046145
Italy,GDPEMP,2009-Q1,-1.933847
Italy,GDPEMP,2009-Q2,0.04342602
Italy,GDPEMP,2009-Q3,0.5152889
Italy,GDPEMP,2009-Q4,0.7124578
Italy,GDPEMP,2010-Q1,0.2119253
Italy,GDPEMP,2010-Q2,1.299854
Italy,GDPEMP,2010-Q3,0.6261747
Italy,GDPEMP,2010-Q4,-0.01928965
Italy,GDPEMP,2011-Q1,0.23751
Italy,GDPEMP,2011-Q2,0.1511084
Italy,GDPEMP,2011-Q3,-0.3272327
Italy,GDPEMP,2011-Q4,-0.8165659
Italy,GDPEMP,2012-Q1,-1.193238
Italy,GDPEMP,2012-Q2,-0.9935107
Italy,GDPEMP,2012-Q3,-0.1017362
Italy,GDPEMP,2012-Q4,-0.2109835
Italy,GDPEMP,2013-Q1,-0.1843537
Italy,GDPEMP,2013-Q2,0.5072235
Italy,GDPEMP,2013-Q3,0.4954697
Italy,GDPEMP,2013-Q4,-0.224468
Italy,GDPEMP,2014-Q1,0.003549403
Italy,GDPEMP,2014-Q2,-0.005560535
Italy,GDPEMP,2014-Q3,-0.1605546
Italy,GDPEMP,2014-Q4,-0.4493158
Italy,GDPEMP,2015-Q1,0.2890314
Italy,GDPEMP,2015-Q2,0.4440488
Italy,GDPEMP,2015-Q3,-0.5564182
Italy,GDPEMP,2015-Q4,0.23244
Italy,GDPEMP,2016-Q1,0.04208837
Italy,GDPEMP,2016-Q2,-0.3982491
Italy,GDPEMP,2016-Q3,0.6665413
Italy,GDPEMP,2016-Q4,-0.04379122
Italy,GDPEMP,2017-Q1,-0.02305811
Italy,GDPEMP,2017-Q2,0.3800143
Italy,GDPEMP,2017-Q3,-0.1094017
Italy,GDPEMP,2017-Q4,0.667214
Italy,GDPEMP,2018-Q1,-0.4498875
Italy,GDPEMP,2018-Q2,-0.637656
Italy,GDPEMP,2018-Q3,0.2563439
Italy,GDPEMP,2018-Q4,0.4742761
Italy,GDPEMP,2019-Q1,-0.2462497
Italy,GDPEMP,2019-Q2,-0.1507199
Italy,GDPEMP,2019-Q3,0.109152
Italy,GDPEMP,2019-Q4,-0.2400023
Italy,GDPEMP,2020-Q1,-5.866598
Italy,GDPEMP,2020-Q2,-8.889236
Italy,GDPEMP,2020-Q3,12.73397
Italy,GDPEMP,2020-Q4,-0.9734059
Italy,GDPEMP,2021-Q1,1.998052
Italy,GDPEMP,2021-Q2,1.704515
Italy,GDPEMP,2021-Q3,1.891742
Italy,GDPEMP,2021-Q4,0.3301228
Italy,GDPEMP,2022-Q1,0.1939756
Italy,GDPEMP,2022-Q2,0.3356044
Italy,GDPEMP,2022-Q3,0.4740423
Italy,GDPEMP,2022-Q4,-0.6840204
Italy,GDPEMP,2023-Q1,-0.2193634
Italy,GDPEMP,2023-Q2,-0.2494492
Italy,GDPEMP,2023-Q3,0.03037726
New Zealand,ULCE,1989-Q1,63.46837
